episodes,avg_vel,dist,success,fall,backward,sideways,time_limit,time_taken
1,-0.06662741243962648,-0.04353453690698637,0,0,1,0,0,0.8441991806030273
2,-0.06747204450869616,0.015163732712107147,0,0,1,0,0,0.8019638061523438
3,-0.06780600493405552,0.011534246448353328,0,0,1,0,0,0.8054523468017578
4,-0.05599689506087757,0.0216652140717379,0,0,1,0,0,0.8838300704956055
5,-0.0626042916868437,0.020945100831588192,0,0,1,0,0,0.8604812622070312
